run_name,start_idx,start_time,grating_spacing[µm],A[Wm^-2],B[Wm^-2],C[Wm^-2],alpha[m^2s^-1],beta[s^0.5],theta[rad],tau[s],f[Hz],A_err[Wm^-2],B_err[Wm^-2],C_err[Wm^-2],alpha_err[m^2s^-1],beta_err[s^0.5],theta_err[rad],tau_err[s],f_err[Hz]
Cu-110-2024-05-01-03.40um-cooldown-POS-1.txt,68,3.4249999999999992e-09,3.5276,0.0012727335948701816,0.1692679438415464,-0.0025298107057968203,0.00010439345122257672,0.0248875737210632,-17.001895807363475,2.7936810435436387e-09,542519648.5975093,1.120343005631297,0.009549283097081375,7.556232330545295e-06,3.2501096815227903e-06,21.857640279162545,0.05008989897815987,5.066488302682665e-11,946161.0038399514
Cu-110-2024-05-01-03.40um-cooldown-POS-2.txt,67,3.399999999999999e-09,3.5276,0.0018410381933214512,0.14034573507054282,-0.0019867178062062184,0.00010708411549401476,0.020074026000826754,-16.9895610550653,3.0812362643040857e-09,545020384.801305,1.1671519364284793,0.00619868117409712,7.384451460244305e-06,2.8965085186311576e-06,12.702335136678219,0.04046459911306381,4.7837995528140125e-11,753427.8529670176
