run_name,start_idx,start_time,grating_value[µm],A[Wm^-2],B[Wm^-2],C[Wm^-2],alpha[m^2s^-1],beta[s^0.5],theta[rad],tau[s],f[Hz],A_err[Wm^-2],B_err[Wm^-2],C_err[Wm^-2],alpha_err[m^2s^-1],beta_err[s^0.5],theta_err[rad],tau_err[s],f_err[Hz]
Cu-110-2024-05-01-03.40um-cooldown-POS-1.txt,55,2.775e-09,3.5276,0.0004166161826637901,0.10899594751051381,-0.0025233764209172294,0.00010769432048082564,0.06432409974171945,-15.275117280099263,2.9881236208244846e-09,551300839.2126042,0.5779719024341529,0.004299776760764485,8.008725552302182e-06,2.500414916822597e-06,89.0056195750772,0.0363053096451847,4.7073730743936736e-11,788146.372005222
Cu-110-2024-05-01-03.40um-cooldown-POS-2.txt,56,2.8000000000000003e-09,3.5276,0.0006243530873701364,0.0978304451786332,-0.0019827976705510896,0.00010865592178106376,0.048565561768941536,-15.193409430482554,3.2656217301707398e-09,549507440.539288,0.5975975498155146,0.0031195786773778244,7.650322022276731e-06,2.242983588053733e-06,46.37835138077421,0.031443526891826064,4.443486221155394e-11,654325.9720822676
